0.6108344,1,1
0.93856632,0,1
0.335467814,0,1
0.346572102,0,1
0.335467814,0,1
0.310123564,0,1
0.310123564,0,1
0.999784758,0,1
0.999784758,0,1
0.331797509,1,1
0.35780982,0,1
0.361583863,0,1
0.306571911,0,1
0.306571911,0,1
0.630035973,0,1
0.630035973,0,1
0.93856632,0,1
0.36537142,0,1
0.328143277,1,1
0.35780982,0,1
0.31369302,0,1
0.23343248,1,1
0.455392566,0,1
0.335467814,0,1
0.350303611,0,1
0.361583863,1,1
0.455392566,0,1
0.60695968,0,1
0.60695968,0,1
0.60695968,0,1
0.60695968,0,1
0.292548667,0,1
0.60695968,0,1
0.335467814,0,1
0.999784758,0,1
0.306571911,0,1
0.361583863,0,1
0.335467814,1,1
0.455392566,0,1
0.455392566,0,1
0.999784758,0,1
0.999784758,0,1
0.455392566,0,0
0.999784758,0,0
0.999784758,0,0
0.23343248,0,0
0.306571911,0,0
0.306571911,0,0
0.306571911,0,0
0.306571911,0,0
0.455392566,0,0
0.23343248,0,0
0.23343248,0,0
0.23343248,0,0
0.23343248,0,0
0.400010467,0,0
0.296026451,0,0
0.36537142,0,0
0.335467814,0,0
0.335467814,0,0
0.335467814,0,0
0.331797509,0,0
0.331797509,1,0
0.60695968,0,0
0.455392566,0,0
0.335467814,0,0
0.455392566,0,0
0.354049626,0,0
0.350303611,0,0
0.455392566,0,0
0.455392566,0,0
0.455392566,0,0
0.392233798,0,0
0.392233798,0,0
0.361583863,0,0
0.60695968,0,0
0.999784758,0,0
0.455392566,1,0
0.455392566,0,0
0.999784758,0,0
0.361583863,0,0
0.361583863,0,0
0.411749271,0,0
0.296026451,0,0
0.60695968,0,0
0.60695968,0,0
0.335467814,1,0
0.455392566,1,0
0.60695968,0,0
0.60695968,0,0
0.361583863,0,0
0.335467814,0,0
0.303038331,0,0
0.503607104,0,0
0.503607104,0,0
0.60695968,0,0
0.455392566,0,0
0.60695968,0,0
0.60695968,0,0
0.503607104,0,0
0.306571911,1,1
0.439431145,0,0
